page,n_orden,provincia,departamento,localidad,footnote,total,varones,mujeres
v7_p11,138,Tucumán,Chicligasta,Villa Nva. de Monte Rico,,1092,526,566
v7_p11,41,Tucumán,Monteros,Villa Quinteros,,3723,1994,1729
v7_p11,81,La Rioja,General Lavalle,Villa Unión,,1696,844,852
v7_p11,297,La Rioja,General Sarmiento,Vinchina,,395,193,202
v7_p11,230,Tucumán,Trancas,Vipos,,584,292,292
v7_p11,112,Jujuy,Tumbaya,Volcán,,1319,685,634
v7_p11,214,Jujuy,Capital,Yala,,613,327,286
v7_p11,270,Jujuy,Yaví,Yaví,,472,197,275
v7_p11,33,Tucumán,Tafí,Yerba Buena,,4519,2274,2245
v7_p11,417,Jujuy,Santa Catalina,Yoscaba,,116,42,74
v7_p11,239,Salta,Orán,Yuchán,,562,321,241
v7_p11,276,Jujuy,Ledesma,Yuto,,451,234,217
v8_p01,200,Mendoza,Malargüe,Agua Escondida,,29,19,10
v8_p01,22,San Juan,Albardón,Albardón,,6985,3466,3519
v8_p01,47,Mendoza,Las Heras,Algarrobal,,2093,1082,1011
v8_p01,92,San Juan,Veinticinco de Mayo,Algarrobo Verde,,1279,665,614
v8_p01,44,San Juan,Santa Lucía,Alto de Sierra,,2468,1252,1216
v8_p01,192,San Luis,La Capital,Alto Pelado,,120,66,54
v8_p01,165,San Luis,La Capital,Alto Pencoso,,338,175,163
v8_p01,117,San Luis,Gobernador Dupuy,Anchorena,,862,436,426
v8_p01,100,Mendoza,Rivadavia,Andrade,,1191,645,546
v8_p01,169,San Juan,Iglesia,Angualasto,,312,186,126
v8_p01,101,San Luis,Gobernador Dupuy,Arizona,,1167,639,528
v8_p01,167,San Juan,Valle Fértil,Astica,,321,162,159
v8_p01,168,San Luis,Gobernador Dupuy,Bagual,,317,190,127
v8_p01,141,San Luis,La Capital,Balde,,521,281,240
v8_p01,75,San Juan,Calingasta,Barreal,,1790,967,823
v8_p01,148,San Luis,Gobernador Dupuy,Batavia,,457,258,199
v8_p01,110,San Luis,La Capital,Beazley,,1070,609,461
v8_p01,30,San Juan,Santa Lucía,Bermejito,,4403,2190,2213
v8_p01,138,San Juan,Caucete,Bermejo,,578,306,272
v8_p01,33,Mendoza,General Alvear,Bowen,,4058,2044,2014
v8_p01,104,San Luis,Gobernador Dupuy,Buena Esperanza,,1145,610,535
v8_p01,115,San Juan,Calingasta,Calingasta,,910,475,435
v8_p01,94,San Luis,Ayacucho,Candelaria,,1248,615,633
v8_p01,163,San Juan,Sarmiento,Cañada Honda,,345,185,160
v8_p01,58,Mendoza,San Rafael,Cañada Seca,,1986,1063,923
v8_p01,179,San Juan,Pocito,Carpintería,,219,122,97
v8_p01,53,Mendoza,Luján,Carrodilla,,2000,976,1024
v8_p01,13,San Juan,Caucete,Caucete,,11950,5864,6086
v8_p01,161,San Juan,Sarmiento,Cienegüita,,354,203,151
v8_p01,89,San Juan,Sarmiento,Cochagual,,1335,748,587
v8_p01,37,Mendoza,General Alvear,Colonia Alvear Oeste,,3665,1833,1832
v8_p01,74,San Luis,Chacabuco,Concarán,,1844,901,943
v8_p01,54,Mendoza,Maipú,Coquimbito,,1998,1023,975
v8_p01,50,Mendoza,Lavalle,Costa del Araujo,,2003,1039,964
v8_p01,67,Mendoza,San Rafael,Cuadro Nacional,,1879,917,962
v8_p01,63,Mendoza,Maipú,Cruz de Piedra,,1948,999,949
v8_p01,32,Mendoza,Luján,Chacras de Coria,,4109,2068,2041
v8_p01,78,Mendoza,San Carlos,Chilecito,,1584,831,753
v8_p01,15,San Juan,Chimbas,Chimbas,,11398,5854,5544
v8_p01,197,San Luis,La Capital,Chosmes,,90,52,38
v8_p01,191,San Juan,Valle Fértil,Chucuma,,129,63,66
v8_p02,109,San Juan,Veinticinco de Mayo,Divisoria,,1090,569,521
v8_p02,151,San Luis,Gobernador Dupuy,Dixonville,,441,242,199
v8_p02,154,San Luis,La Capital,El Chorrillo,,432,250,182
v8_p02,196,San Luis,Belgrano,El Gigante,,100,59,41
v8_p02,108,Mendoza,San Rafael,El Nihuil,,1103,660,443
v8_p02,48,Mendoza,Las Heras,El Resguardo,,2012,1018,994
v8_p02,153,San Luis,La Capital,El Volcán,,432,231,201
v8_p02,155,San Luis,Coronel Pringles,Embalse La Florida,,417,223,194
v8_p02,65,Mendoza,San Carlos,Eugenio Bustos,,1906,963,943
v8_p02,130,San Luis,Gobernador Dupuy,Fortuna,,709,405,304
v8_p02,135,San Luis,Coronel Pringles,Fraga,,618,337,281
v8_p02,55,Mendoza,Maipú,Fray Luis Beltrán,,1996,1013,983
v8_p02,12,Mendoza,General Alvear,General Alvear,,12325,5910,6415
v8_p02,16,Mendoza,Maipú,General Gutierrez,,10126,4952,5174
v8_p02,4,Mendoza,Godoy Cruz,Godoy Cruz,,80024,38037,41987
v8_p02,73,Mendoza,San Rafael,Goudge,,1852,994,858
v8_p02,174,San Juan,Sarmiento,Guanacache,,240,127,113
v8_p02,3,Mendoza,Guaymallén,Guaymallén,,85718,41403,44315
v8_p02,143,San Luis,Belgrano,Hipólito Irigoyen,,481,241,240
v8_p02,98,San Juan,Jáchal,Huaco,,1217,633,584
v8_p02,139,San Juan,Iglesias,Iglesia,,575,284,291
v8_p02,137,Mendoza,San Rafael,Ingeniero Balloffet,,578,270,308
v8_p02,64,Mendoza,Lavalle,Ingeniero Gustavo André,,1929,1021,908
v8_p02,24,San Juan,Jáchal,Jáchal,,6886,3299,3587
v8_p02,87,Mendoza,San Rafael,Jaime Prats,,1454,744,710
v8_p02,189,San Luis,La Capital,Jarrilla,,138,73,65
v8_p02,56,Mendoza,Lavalle,Jocolí,,1994,1094,900
v8_p02,140,San Luis,General Pedernera,Juan Jorba,,562,336,226
v8_p02,142,San Luis,General Pedernera,Juan Llerena,,488,275,213
v8_p02,26,San Luis,General Pedernera,Justo Daract,,5812,2917,2895
v8_p02,57,San Juan,Rivadavia,La Bebida,,1992,1038,954
v8_p02,194,San Luis,Ayacucho,La Botija,,112,68,44
v8_p02,118,San Juan,Albardón,La Cañada,,858,447,411
v8_p02,156,San Luis,Coronel Pringles,La Carolina,,397,213,184
v8_p02,195,San Juan,Jáchal,La Ciénaga,,101,52,49
v8_p02,34,Mendoza,Junín,La Colonia,,3899,1953,1946
v8_p02,20,Mendoza,San Carlos,La Consulta,,7556,3925,3631
v8_p02,62,Mendoza,Santa Rosa,La Dormida,,1952,1042,910
v8_p02,175,San Luis,Junín,Lafinur,,228,111,117
v8_p02,81,San Juan,Santa Lucía,La Legua,,1551,790,761
v8_p02,85,Mendoza,Luján,La Puntilla,,1491,719,772
v8_p03,36,San Juan,Veinticinco de Mayo,Las Casuarinas,,3691,1890,1801
v8_p03,95,Mendoza,Santa Rosa,Las Catitas,,1246,655,591
v8_p03,121,San Luis,Chacabuco,Las Cortaderas,,794,399,395
v8_p03,185,Mendoza,Las Heras,Las Cuevas,,163,123,40
v8_p03,157,San Luis,San Martín,Las Chacras,,385,192,193
v8_p03,131,San Juan,Iglesias,Las Flores,,670,347,323
v8_p03,7,Mendoza,Las Heras,Las Heras,,36494,17803,18691
v8_p03,71,Mendoza,San Rafael,Las Malvinas,,1858,964,894
v8_p03,45,San Luis,Coronel Pringles,La Toma,,2352,1180,1172
v8_p03,164,San Luis,General Pedernera,Lavaisse,,341,184,157
v8_p03,150,San Luis,Ayacucho,Leandro N. Alem,,455,230,225
v8_p03,88,Mendoza,Rivadavia,Los Arboles,,1356,695,661
v8_p03,129,San Juan,Sarmiento,Los Berros,,723,392,331
v8_p03,59,Mendoza,Rivadavia,Los Campamentos,,1978,1046,932
v8_p03,29,Mendoza,Luján,Luján,,4418,2187,2231
v8_p03,76,San Luis,Ayacucho,Luján,,1616,794,822
v8_p03,10,Mendoza,Maipú,Maipú,,14951,7389,7562
v8_p03,128,San Juan,Caucete,Marayes,,727,383,344
v8_p03,83,San Juan,Rivadavia,Marquesado,,1514,743,771
v8_p03,28,Mendoza,Luján,Mayor Drummond,,4422,2212,2210
v8_p03,102,San Juan,Rawson,Médano de Oro,,1163,608,555
v8_p03,40,San Juan,Sarmiento,Media Agua,,3098,1634,1464
v8_p03,111,Mendoza,Rivadavia,Medrano,,977,519,458
v8_p03,4,Mendoza,Capital,Mendoza,,109122,50871,58251
v8_p03,8,San Luis,General Pedernera,Mercedes,,35449,16764,18685
v8_p03,123,San Luis,Junín,Merlo,,785,377,408
v8_p03,158,San Juan,Jáchal,Mogna,,383,187,196
v8_p03,31,Mendoza,San Rafael,Monte Comán,,4278,2142,2136
v8_p03,193,San Luis,La Capital,Mosmota,,112,66,46
v8_p03,127,San Luis,Chacabuco,Naschel,,770,386,384
v8_p03,178,San Luis,Gobernador Dupuy,Navia,,226,133,93
v8_p03,90,San Juan,Jáchal,Niquivil,,1301,693,608
v8_p03,52,Mendoza,San Martín,Nueva California,,2000,1072,928
v8_p03,125,San Luis,Gobernador Dupuy,Nueva Galia,,781,455,326
v8_p03,126,San Juan,Nueve de Julio,Nueve de Julio,,776,408,368
v8_p03,19,Mendoza,San Martín,Palmira,,9645,4812,4833
v8_p03,82,San Juan,Jáchal,Pampa del Chañar,,1521,820,701
v8_p03,124,San Juan,Jáchal,Pampa Vieja,,782,414,368
v8_p03,172,San Luis,San Martín,Paso Grande,,261,122,139
v8_p03,113,Mendoza,Luján,Perdriel,,951,484,467
v8_p03,112,San Juan,Caucete,Pie de Palo,,975,525,450
v8_p04,122,San Luis,Junín,Piedra Blanca,,790,391,399
v8_p04,144,Mendoza,Las Heras,Polvaredas,,478,278,200
v8_p04,182,San Luis,San Martín,Potrerillo,,199,115,84
v8_p04,186,San Luis,La Capital,Potrero de los Funes,,151,90,61
v8_p04,184,San Luis,Belgrano,Pozo del Tala,,174,98,76
v8_p04,198,San Juan,Jáchal,Punta del Agua,,85,43,42
v8_p04,176,Mendoza,Las Heras,Punta de Vacas,,227,139,88
v8_p04,39,San Luis,Ayacucho,Quines,,3319,1651,1668
v8_p04,68,Mendoza,San Rafael,Real del Padre,,1877,951,926
v8_p04,171,San Luis,Chacabuco,Renca,,298,154,144
v8_p04,180,San Juan,Sarmiento,Retamito,,209,122,87
v8_p04,105,San Juan,Pocito,Rinconada,,1143,565,578
v8_p04,152,San Luis,Junín,Rincón del Este,,435,198,237
v8_p04,11,Mendoza,Rivadavia,Rivadavia,,14358,6934,7424
v8_p04,17,San Juan,Rivadavia,Rivadavia,,9896,4729,5167
v8_p04,119,San Juan,Iglesias,Rodeo,,832,404,428
v8_p04,23,Mendoza,Guaymallén,Rodeo de la Cruz,,6955,3481,3474
v8_p04,69,Mendoza,Maipú,Rodeo del Medio,,1965,1073,892
v8_p04,97,Mendoza,San Rafael,Rodolfo Iselin (La Llave),,1228,650,578
v8_p04,51,Mendoza,Maipú,Russell,,2002,1019,983
v8_p04,173,San Luis,Coronel Pringles,Saladillo,,250,123,127
v8_p04,181,San Luis,Belgrano,San Antonio,,201,125,76
v8_p04,69,San Luis,Ayacucho,San Francisco,,1864,876,988
v8_p04,66,San Juan,San Martín,San Isidro,,1881,1012,869
v8_p04,190,San Luis,La Capital,San Jerónimo,,137,71,66
v8_p04,103,Mendoza,San Rafael,Salto de las Rosas,,1158,591,567
v8_p04,183,San Luis,General Pedernera,San José del Morro,,194,98,96
v8_p04,2,San Juan,Capital,San Juan,,106564,49643,56921
v8_p04,6,San Luis,La Capital,San Luis,,40420,19128,21292
v8_p04,9,Mendoza,San Martín,San Martín,,20466,9842,10624
v8_p04,84,San Juan,San Martín,San Martín,,1494,775,719
v8_p04,159,San Luis,San Martín,San Martín,,382,203,179
v8_p04,147,San Luis,Chacabuco,San Pablo,,458,230,228
v8_p04,5,Mendoza,San Rafael,San Rafael,,46599,22267,24332
v8_p04,93,Mendoza,Maipú,San Roque,,1249,670,579
v8_p04,146,San Juan,Jáchal,San Roque,,465,267,198
v8_p04,14,San Juan,Santa Lucía,Santa Lucía,,11659,5640,6019
v8_p04,70,Mendoza,Rivadavia,Santa María de Oro,,1860,959,901
v8_p04,42,San Luis,Junín,Santa Rosa,,2880,1296,1584
v8_p04,199,San Juan,Ullún,Talacasto,,50,26,24
v8_p04,177,San Luis,Junín,Talita,,226,110,116
v8_p05,106,San Juan,Calingasta,Tamberías,,1129,602,527
v8_p05,72,San Luis,Chacabuco,Tilisarao,,1856,891,965
v8_p05,145,San Luis,Coronel Pringles,Trapiche,,466,242,224
v8_p05,79,Mendoza,Lavalle,Tres de Mayo,,1574,856,718
v8_p05,188,San Juan,Jáchal,Tucunuco,,138,89,49
v8_p05,132,San Juan,Iglesias,Tudcum,,638,319,319
v8_p05,18,Mendoza,Tunuyán,Tunuyán,,9781,4886,4895
v8_p05,41,San Juan,Ullún,Ullún,,2896,1510,1386
v8_p05,133,San Luis,Gobernador Dupuy,Unión,,630,311,319
v8_p05,38,Mendoza,Las Heras,Uspallata,,3525,2521,1004
v8_p05,160,San Luis,La Capital,Varela,,367,224,143
v8_p05,80,San Juan,Pocito,Villa Aberastain,,1569,766,803
v8_p05,25,Mendoza,San Rafael,Villa Atuel,,6072,3095,2977
v8_p05,170,San Luis,Belgrano,Villa de la Quebrada,,304,148,156
v8_p05,134,San Luis,Chacabuco,Villa del Carmen,,625,315,310
v8_p05,77,San Juan,Angaco,Villa del Salvador,,1592,851,741
v8_p05,166,San Luis,Belgrano,Villa General Roca,,325,160,165
v8_p05,96,San Juan,Caucete,Villa Independencia,,1232,665,567
v8_p05,60,Mendoza,Junín,Villa Junín,,1972,1022,950
v8_p05,21,San Juan,Rawson,Villa Krause,,7311,3570,3741
v8_p05,43,Mendoza,La Paz,Villa La Paz,,2502,1281,1221
v8_p05,149,San Luis,Chacabuco,Villa Larca,,456,240,216
v8_p05,27,Mendoza,Malargüe,Villa Malargüe,,4523,2312,2211
v8_p05,114,San Juan,Jáchal,Villa Mercedes,,928,477,451
v8_p05,162,San Luis,San Martín,Villa Praga,,345,179,166
v8_p05,116,San Luis,General Pedernera,Villa Reynolds,,865,741,124
v8_p05,91,San Juan,Valle Fértil,Villa San Agustín,,1293,611,682
v8_p05,120,Mendoza,San Carlos,Villa San Carlos,,809,421,388
v8_p05,136,Mendoza,Santa Rosa,Villa Santa Rosa,,607,284,323
v8_p05,99,San Juan,Veinticinco de Mayo,Villa Santa Rosa,,1205,620,585
v8_p05,49,Mendoza,Lavalle,Villa Tulumaya,,2004,1010,994
v8_p05,35,Mendoza,Tupungato,Villa Tupungato,,3716,1872,1844
v8_p05,86,Mendoza,San Rafael,Villa 25 de Mayo,,1460,858,602
v8_p05,107,Mendoza,Tunuyán,Vista Flores,,1126,602,524
v8_p05,187,San Luis,La Capital,Zanjitas,,150,78,72
v8_p05,46,San Juan,Venticinco de Mayo,Zonda,,2183,1250,933
v9_1_2_p01,127,Río Negro,Valcheta,Aguada Cecilio,,298,178,120
v9_1_2_p01,145,Río Negro,25 de Mayo,Aguada de Guerra,,153,77,76
v9_1_2_p01,131,Chubut,Río Senguerr,Aldea Apeleg,,277,178,99
v9_1_2_p01,51,Río Negro,General Roca,Alejandro Stefanelli,,1346,818,528
v9_1_2_p01,8,Río Negro,General Roca,Allen,,11389,6032,5357
v9_1_2_p01,62,Chubut,Río Senguerr,Alto Río Senguerr,,1110,562,548
v9_1_2_p01,82,Neuquén,Aluminé,Aluminé,,744,368,376
v9_1_2_p01,95,Neuquén,Minas,Andacollo,,587,289,298
v9_1_2_p01,160,Neuquén,Añelo,Añelo,,46,19,27
v9_1_2_p01,68,Chubut,Escalante,Astra,,1019,587,432
v9_1_2_p01,143,Neuquén,Añelo,Auca Mahuída,,167,116,51
v9_1_2_p01,153,Santa Cruz,Deseado,Bahía Laura,,115,76,39
v9_1_2_p01,99,Neuquén,Picunches,Bajada del Agrio,,560,289,271
v9_1_2_p01,65,Río Negro,General Roca,Barda del Medio,,1073,560,513
v9_1_2_p01,5,Río Negro,Bariloche,Bariloche,,15995,7876,8119
v9_1_2_p01,157,Chubut,Escalante,Barrio Laprida y Manantial Rosales,,81,66,15
v9_1_2_p01,158,Río Negro,Avellaneda,Benjamín Zorrilla,,73,47,26
v9_1_2_p01,123,Chubut,Sarmiento,Buen Pasto,,332,192,140
v9_1_2_p01,101,Neuquén,Pehuenches,Buta Ranquil,,527,249,278
v9_1_2_p01,25,Santa Cruz,Deseado,Caleta Olivia,,3639,2112,1527
v9_1_2_p01,103,Chubut,Florentino Ameghino,Camarones,,501,305,196
v9_1_2_p01,42,Santa Cruz,Deseado,Cañadón Seco,,1700,1617,83
v9_1_2_p01,19,Neuquén,Confluencia,Centenario,,4922,2691,2231
v9_1_2_p01,116,Chubut,Río Senguerr,Centro Río Mayo,,376,221,155
v9_1_2_p01,89,Río Negro,General Roca,Cervantes,,703,354,349
v9_1_2_p01,11,Río Negro,General Roca,Cinco Saltos,,10196,5306,4890
v9_1_2_p01,3,Río Negro,General Roca,Cipolletti,,19862,10312,9550
v9_1_2_p01,137,Río Negro,25 de Mayo,Clemente Onelli,,227,123,104
v9_1_2_p01,125,Chubut,Languiñeo,Colan-Conhué,,306,177,129
v9_1_2_p01,88,Río Negro,General Roca,Colonia Catriel,,707,432,275
v9_1_2_p01,38,Santa Cruz,Deseado,Colonia Las Heras,,1880,1022,858
v9_1_2_p01,74,Río Negro,Pilcaniyeu,Comallo,,901,457,444
v9_1_2_p01,50,Santa Cruz,Corpen Aike,Comandante Luis Piedrabuena,,1441,768,673
v9_1_2_p01,1,Chubut,Escalante,Comodoro Rivadavia,,35966,18747,17219
v9_1_2_p01,106,Río Negro,9 de Julio,Cona Niyeo,,446,243,203
v9_1_2_p01,63,Río Negro,General Roca,Contralmirante Cordero,,1106,609,497
v9_1_2_p01,91,Chubut,Futaleufú,El Corcovado,,641,345,296
v9_1_2_p01,76,Río Negro,Avellaneda,Coronel Belisle,,827,471,356
v9_1_2_p02,120,Río Negro,Pichi-Mahuida,Coronel Eugenio del Busto,,363,186,177
v9_1_2_p02,58,Río Negro,General Roca,Coronel Gómez,,1161,672,489
v9_1_2_p02,155,Río Negro,Adolfo Alsina,Cubanea,,99,64,35
v9_1_2_p02,10,Neuquén,Confluencia,Cutral-Có,,11292,5684,5608
v9_1_2_p02,129,Neuquén,Confluencia,Challacó,,287,178,109
v9_1_2_p02,115,Río Negro,Avellaneda,Chelforo,,384,206,178
v9_1_2_p02,37,Río Negro,General Roca,Chichinales,,1962,1076,886
v9_1_2_p02,64,Río Negro,Avellaneda,Chimpay,,1103,617,486
v9_1_2_p02,30,Río Negro,Avellaneda,Choele-Choel,,3079,1583,1496
v9_1_2_p02,49,Chubut,Cushamen,Cholita,,1458,731,727
v9_1_2_p02,31,Neuquén,Chos-Malal,Chos-Malal,,2874,1334,1540
v9_1_2_p02,83,Río Negro,Avellaneda,Darwin,,737,402,335
v9_1_2_p02,28,Santa Cruz,Deseado,Deseado,,3120,1645,1475
v9_1_2_p02,60,Chubut,Escalante,Diadema Argentina,,1139,630,509
v9_1_2_p02,59,Chubut,Gaiman,Dique Florentino Ameghino,,1160,707,453
v9_1_2_p02,53,Chubut,Gaiman,Dolavon,,1277,680,597
v9_1_2_p02,34,Río Negro,Bariloche,El Bolsón,,2607,1280,1327
v9_1_2_p02,98,Santa Cruz,Lago Argentino,El Calafate,,567,305,262
v9_1_2_p02,121,Río Negro,El Cuy,El Cuy,,355,213,142
v9_1_2_p02,90,Neuquén,Norquín,El Cholar,,672,337,335
v9_1_2_p02,126,Neuquén,Norquín,El Huecu,,298,136,162
v9_1_2_p02,35,Chubut,Cushamen,El Maitén,,2382,1171,1211
v9_1_2_p02,141,Chubut,Cushamen,El Mayoco,,178,98,80
v9_1_2_p02,94,Santa Cruz,Güer Aike,El Turbio,,593,470,123
v9_1_2_p02,70,Chubut,Cushamen,Epuyén,,957,501,456
v9_1_2_p02,12,Chubut,Futaleufú,Esquel,,9900,4879,5021
v9_1_2_p02,108,Chubut,Río Senguer,Facundo,,430,238,192
v9_1_2_p02,156,Santa Cruz,Deseado,Fitz Roy,,98,50,48
v9_1_2_p02,52,Chubut,Gaiman,Gaiman,,1286,646,640
v9_1_2_p02,130,Chubut,Telsen,Gan Gan,,281,131,150
v9_1_2_p02,159,Chubut,Gastre,Gastre,,67,34,33
v9_1_2_p02,78,Chubut,Tehuelches,Gobernador Costa,,803,383,420
v9_1_2_p02,79,Santa Cruz,Río Chico,Gobernador Gregores,,772,404,368
v9_1_2_p02,85,Río Negro,General Conesa,General Conesa,,716,343,373
v9_1_2_p02,36,Río Negro,General Roca,General Fernández Oro,,2079,1161,918
v9_1_2_p02,46,Río Negro,General Roca,General E. Godoy,,1591,928,663
v9_1_2_p02,128,Río Negro,Adolfo Alsina,General Lorenzo Vintter,,290,165,125
v9_1_2_p02,2,Río Negro,General Roca,General Roca,,21969,11218,10751
v9_1_2_p03,80,Río Negro,Adolfo Alsina,Guardia Mitre,,746,366,380
v9_1_2_p03,113,Chubut,Cushamen,Gualjaina,,389,205,184
v9_1_2_p03,29,Río Negro,General Roca,Ingeniero Huergo,,3083,1657,1426
v9_1_2_p03,33,Río Negro,25 de Mayo,Ingeniero Jacobacci,,2656,1332,1324
v9_1_2_p03,107,Santa Cruz,Deseado,Jaramillo,,437,264,173
v9_1_2_p03,61,Chubut,Tehuelches,José de San Martín,,1143,588,555
v9_1_2_p03,142,Río Negro,Pichi-Mahuida,Juan de Garay,,174,102,72
v9_1_2_p03,56,Neuquén,Huiliches,Junín de los Andes,,1183,552,631
v9_1_2_p03,32,Chubut,Escalante,Kilómetro 8 (Petroquímica),,2783,1545,1238
v9_1_2_p03,135,Chubut,Río Senguerr,Lago Blanco,,244,148,96
v9_1_2_p03,96,Chubut,Futaleufú,Lago Futalaufquen,,578,285,293
v9_1_2_p03,117,Río Negro,Bariloche,Llao-Llao,,376,215,161
v9_1_2_p03,55,Río Negro,Avellaneda,Lamarque,,1207,586,621
v9_1_2_p03,69,Neuquén,Catán-Lil,Las Coloradas,,975,503,472
v9_1_2_p03,40,Neuquén,Picunches,Las Lajas,,1805,1039,766
v9_1_2_p03,122,Neuquén,Minas,Las Ovejas,,341,161,180
v9_1_2_p03,139,Chubut,Mártires,Las Plumas,,182,93,89
v9_1_2_p03,111,Chubut,Cushamen,Leleque,,401,248,153
v9_1_2_p03,75,Neuquén,Loncopué,Loncopué,,856,405,451
v9_1_2_p03,86,Santa Cruz,Lago Buenos Aires,Los Antiguos,,709,392,317
v9_1_2_p03,41,Río Negro,25 de Mayo,Los Menucos,,1749,915,834
v9_1_2_p03,67,Río Negro,Avellaneda,Luis Beltrán,,1058,529,529
v9_1_2_p03,148,Río Negro,General Roca,Mainque,,126,61,65
v9_1_2_p03,109,Chubut,Escalante,Manantiales Behr,,426,303,123
v9_1_2_p03,152,Río Negro,San Antonio,Mancha Blanca,,116,70,46
v9_1_2_p03,39,Río Negro,25 de Mayo,Maquinchao,,1851,951,900
v9_1_2_p03,97,Neuquén,Zapala,Mariano Moreno,,568,283,285
v9_1_2_p03,138,Río Negro,El Cuy,Mencué,,208,103,105
v9_1_2_p03,87,Río Negro,9 de Julio,Ministro Ramos Mejía,,708,367,341
v9_1_2_p03,4,Neuquén,Confluencia,Neuquén,,16738,8306,8432
v9_1_2_p03,93,Río Negro,Norquincó,Norquincó,,602,299,303
v9_1_2_p03,133,Chubut,Escalante,Pampa del Castillo,,272,231,41
v9_1_2_p03,66,Chubut,Paso de Indios,Paso de Indios,,1067,593,474
v9_1_2_p03,47,Santa Cruz,Lago Buenos Aires,Perito Moreno,,1587,837,750
v9_1_2_p03,48,Santa Cruz,Deseado,Pico Truncado,,1527,1268,259
v9_1_2_p03,104,Neuquén,Picún-Leufú,Picún-Leufú,,495,261,234
v9_1_2_p03,151,Río Negro,Pichi-Mahuída,Pichi-Mahuída,,123,66,57
v9_1_2_p03,144,Neuquén,Collón-Curá,Piedra del Aguila,,155,75,80
v9_1_2_p03,112,Río Negro,Pilcaniyeu,Pilcaniyeu,,395,201,194
v9_1_2_p04,154,Río Negro,General Conesa,Planta Compresora Conesa,,101,47,54
v9_1_2_p04,54,Río Negro,Bariloche,Playa Bonita,,1249,786,463
v9_1_2_p04,20,Neuquén,Confluencia,Plaza Huincul,,4906,2556,2350
v9_1_2_p04,72,Neuquén,Confluencia,Plottier,,934,492,442
v9_1_2_p04,92,Río Negro,Avellaneda,Pomona,,607,326,281
v9_1_2_p04,134,Santa Cruz,Güer Aike,Puerto Coyle,,251,176,75
v9_1_2_p04,140,Chubut,Biedma,Puerto Lobos,,178,116,62
v9_1_2_p04,16,Chubut,Chubut,Puerto Madryn,,5586,2787,2799
v9_1_2_p04,110,Chubut,Biedma,Puerto Pirámides,,425,286,139
v9_1_2_p04,146,Neuquén,Picunches,Quili Malal,,136,72,64
v9_1_2_p04,22,Chubut,Rawson,Rawson,,4109,2204,1905
v9_1_2_p04,15,Río Negro,Pichi-Mahuída,Río Colorado,,5892,3077,2815
v9_1_2_p04,84,Río Negro,Norquincó,Río Chico,,719,372,347
v9_1_2_p04,6,Santa Cruz,Güer Aike,Río Gallegos,,14439,8471,5968
v9_1_2_p04,23,Tierra del Fuego,San Sebastián,Río Grande,,3666,2359,1307
v9_1_2_p04,71,Chubut,Río Senguerr,Río Mayo,,937,460,477
v9_1_2_p04,73,Chubut,Tehuelches,Río Pico,,915,462,453
v9_1_2_p04,149,Río Negro,Bariloche,Río Villegas,,125,88,37
v9_1_2_p04,17,Río Negro,San Antonio,San Antonio Oeste,,5278,2686,2592
v9_1_2_p04,119,Río Negro,Adolfo Alsina,San Javier,,370,221,149
v9_1_2_p04,24,Santa Cruz,Magallanes,San Julián,,3649,1967,1682
v9_1_2_p04,21,Neuquén,Lácar,San Martín de los Andes,,4567,2557,2010
v9_1_2_p04,132,Río Negro,Bariloche,San Pedro,,274,159,115
v9_1_2_p04,57,Santa Cruz,Corpen-Aike,Santa Cruz,,1178,608,570
v9_1_2_p04,18,Chubut,Sarmiento,Sarmiento,,4922,3102,1820
v9_1_2_p04,114,Neuquén,Confluencia,Senillosa,,389,224,165
v9_1_2_p04,100,Río Negro,9 de Julio,Sierra Colorada,,541,258,283
v9_1_2_p04,102,Río Negro,San Antonio,Sierra Grande,,512,284,228
v9_1_2_p04,81,Chubut,Languiñeo,Tecka,,745,430,315
v9_1_2_p04,150,Santa Cruz,Deseado,Tellier,,123,64,59
v9_1_2_p04,105,Chubut,Telsen,Telsen,,490,294,196
v9_1_2_p04,7,Chubut,Rawson,Trelew,,11852,5747,6105
v9_1_2_p04,136,Santa Cruz,Lago Argentino,Tres Lagos,,227,161,66
v9_1_2_p04,44,Chubut,Futaleufú,Trevelín,,1642,829,813
v9_1_2_p04,118,Neuquén,Chos-Malal,Tricao Malal,,370,195,175
v9_1_2_p04,27,Tierra del Fuego,Ushuaia,Ushuaia,,3398,2179,1219
v9_1_2_p04,43,Río Negro,Valcheta,Valcheta,,1697,778,919
v9_1_2_p04,14,Río Negro,Adolfo Alsina,Viedma,,7253,3585,3668
v9_1_2_p04,77,Neuquén,Los Lagos,Villa La Angostura,,804,431,373
v9_1_2_p05,124,Río Negro,Pilcaniyeu,Villa Llanquín,,324,153,171
v9_1_2_p05,9,Río Negro,General Roca,Villa Regina,,11360,5954,5406
v9_1_2_p05,45,Neuquén,Confluencia,Vista Alegre,,1606,874,732
v9_1_2_p05,26,Santa Cruz,Güer Aike,Yacimiento Río Turbio,,3506,2796,710
v9_1_2_p05,147,Chubut,Escalante,Yacimiento Petrolífero Solano,,127,73,54
v9_1_2_p05,13,Neuquén,Zapala,Zapala,,7497,4150,3347
