page,n_orden,localidad,provincia,depto_1960,poblacion,estado_flag,tier,propuesta,tipo_resolucion,georef_id,id_no_censal,nombre_oficial,lat,lon,fuente,fuente_url,confianza,nota
v6_p07,254,Villa Matoque,Santiago del Estero,Copo,206,flag_bahra,A (aparcado),Villa Matoque,confirmar_candidato_georef,86056A71,,Villa Matoque,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v4_p12,734,Modestino Pizarro,Córdoba,General Roca,204,flag_bahra,A (aparcado),Modestino Pizarro,confirmar_candidato_georef,14035A22,,Modestino Pizarro,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v5_p05,291,Miñones,Entre Ríos,Federación,204,flag_sin_match,C5-manual_coord,Estación Miñones,manual_coord,,,,-30.6983,-58.5825,Wikipedia,https://es.wikipedia.org/wiki/Estaci%C3%B3n_Mi%C3%B1ones,REVISAR (rojo),"[guard=rojo; punto en Federal] Paraje/estación del distrito Francisco Ramírez; en 1960 depto Federación, hoy depto Federal (contiguo)"
v6_p07,256,Tipiro,Santiago del Estero,Capital,203,flag_bahra,A (aparcado),Tipiro,confirmar_candidato_georef,86049A27,,Tipiro,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v7_p01,376,Abdón Castro Tolay,Jujuy,Cochinoca,203,flag_bahra,A (aparcado),Abdón Castro Tolay,confirmar_candidato_georef,38007010,,Abdón Castro Tolay,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p01,807,Albariño,Buenos Aires,Pehuajó,202,flag_bahra,A (aparcado),Albariño,confirmar_candidato_georef,06609A02,,Albariño,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p01,808,Alférez de San Martín,Buenos Aires,Bahía Blanca,202,flag_variante_bahra,E-bahra-fuzzy,Alférez San Martín,confirmar_o_rechazar_candidato,,,,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,BAJA (fuzzy en capa BAHRA: puede no ser el mismo lugar),antes era sin_match. candidatos: Alférez San Martín/Bahía Blanca [06056A00]
v3_p18,809,Presidente Quintana,Buenos Aires,Alberti,202,flag_bahra,A (aparcado),Presidente Quintana,confirmar_candidato_georef,06021A07,,Presidente Quintana,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v5_p05,293,Paso Florentín,Corrientes,General Paz,202,flag_bahra,A (aparcado),Paso Florentín,confirmar_candidato_georef,18063A19,,Paso Florentín,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v7_p07,378,Palta de Aparzo,Jujuy,Humahuaca,201,flag_variante,A (aparcado),Palca de Aparzo,confirmar_candidato_georef,38028043,,Palca de Aparzo,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v8_p04,181,San Antonio,San Luis,Belgrano,201,flag_bahra,A (aparcado),San Antonio,confirmar_candidato_georef,74014A31,,San Antonio,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p05,810,Colonia Lapin,Buenos Aires,Adolfo Alsina,200,flag_bahra,A (aparcado),Colonia Lapin,confirmar_candidato_georef,06007A06,,Colonia Lapin,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p11,811,Igarzábal,Buenos Aires,Patagones,200,flag_bahra,A (aparcado),Igarzabal,confirmar_candidato_georef,06602A19,,Igarzabal,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p20,812,San José,Buenos Aires,Necochea,200,flag_depto,B,,transferencia_vs_homonimo,,,,,,georef+centroides,https://apis.datos.gob.ar/georef/api/departamentos,media,dist_km=252 -> homonimo probable (lejano). candidatos: San José/Coronel Suárez [06203070]
v6_p03,258,Ingeniero Ezcurra,Santiago del Estero,Capital,199,flag_bahra,A (aparcado),Ingeniero Ezcurra,confirmar_candidato_georef,86049A06,,Ingeniero Ezcurra,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v6_p05,257,Pozo Herrera,Santiago del Estero,General Taboada,199,flag_bahra,A (aparcado),Pozo Herrera,confirmar_candidato_georef,86077A19,,Pozo Herrera,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p01,814,Anasagasti,Buenos Aires,Navarro,198,flag_bahra,A (aparcado),Anasagasti,confirmar_candidato_georef,06574A00,,Anasagasti,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v7_p08,380,Puerto La Paz,Salta,Rivadavia,198,flag_sin_match,C-generador,La Paz,confirmar_candidato_georef,66133A50,,La Paz,-22.3837777595942,-62.5286776248469,georef/asentamientos,https://apis.datos.gob.ar/georef/api,media (match exacto pero en capa BAHRA),candidato probado: 'La Paz' [prefijo: se quita 'Puerto' [capa asentamientos]]
v3_p12,815,Krabbe,Buenos Aires,Coronel Pringles,197,flag_bahra,A (aparcado),Krabbe,confirmar_candidato_georef,06196A04,,Krabbe,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p18,816,Rivadeo,Buenos Aires,Puán,197,flag_bahra,A (aparcado),Rivadeo,confirmar_candidato_georef,06651A10,,Rivadeo,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v7_p10,381,Termas de Reyes,Jujuy,Capital,196,flag_bahra,A (aparcado),Termas de Reyes,confirmar_candidato_georef,38021A08,,Termas de Reyes,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v4_p05,738,Chañaritos,Córdoba,Río Cuarto,194,flag_bahra,A (aparcado),Chañaritos,confirmar_candidato_georef,14098A09,,Chañaritos,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v4_p11,739,Manantiales,Córdoba,Juárez Celman,194,flag_bahra,A (aparcado),Manantiales,confirmar_candidato_georef,14056A24,,Manantiales,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v5_p08,294,Yeruá,Entre Ríos,Concordia,194,flag_variante,D,,desambiguar,,,,,,georef,,baja,>1 candidato: Estación Yeruá/Concordia [30015080]; Puerto Yeruá/Concordia [30015140]
v3_p07,817,Emilio Mitre,La Pampa,Chalileo,193,flag_variante_bahra,E-bahra-fuzzy,Colonia Emilio Mitre,confirmar_o_rechazar_candidato,,,,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,BAJA (fuzzy en capa BAHRA: puede no ser el mismo lugar),antes era sin_match. candidatos: Colonia Emilio Mitre/Chalileo [42049A01]
v3_p01,818,Alta Vista,Buenos Aires,Saavedra,192,flag_bahra,A (aparcado),Alta Vista,confirmar_candidato_georef,06700A02,,Alta Vista,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p04,819,Centenario,Buenos Aires,Carlos Casares,192,flag_bahra,A (aparcado),Centenario,confirmar_candidato_georef,06147A00,,Centenario,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p12,820,Kilómetro 125,Buenos Aires,San Andrés de Giles,192,flag_sin_match,C5-rename,Estación La Valerosa,rename,,,,-34.5525,-59.5328,Wikipedia,https://es.wikipedia.org/wiki/Estaci%C3%B3n_La_Valerosa,verde (guard: coord en depto esperado),"[guard=verde; punto en San Andrés de Giles] Estacion cuyo nombre original era Kilometro 125, renombrada La Valerosa, partido San Andres de Giles, Buenos Aires"
v4_p10,740,Lecueder,Córdoba,General Roca,192,flag_variante,A (aparcado),Estación Lecueder,confirmar_candidato_georef,14035020,,Estación Lecueder,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v6_p06,259,Punta Corral,Santiago del Estero,Avellaneda,192,flag_bahra,A (aparcado),Punta Corral,confirmar_candidato_georef,86028A20,,Punta Corral,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v7_p07,382,Noquebe,La Rioja,General Roca,192,flag_variante_bahra,E-bahra-fuzzy,ñoqueve,confirmar_o_rechazar_candidato,,,,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,BAJA (fuzzy en capa BAHRA: puede no ser el mismo lugar),antes era sin_match. candidatos: ñoqueve/Rosario Vera Peñaloza [46112A18]
v3_p22,823,Vigilancia,Buenos Aires,Lincoln,191,flag_variante_bahra,E-bahra-fuzzy,Fortín Vigilancia,confirmar_o_rechazar_candidato,,,,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,BAJA (fuzzy en capa BAHRA: puede no ser el mismo lugar),antes era sin_match. candidatos: Fortín Vigilancia/Lincoln [06469A06]
v3_p07,824,Drabble,Buenos Aires,General Villegas,190,flag_bahra,A (aparcado),Drabble,confirmar_candidato_georef,06392A03,,Drabble,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v6_p06,261,San Vicente,Santiago del Estero,Silípica,190,flag_bahra,A (aparcado),San Vicente,confirmar_candidato_georef,86189A09,,San Vicente,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v6_p04,262,Malota,Santiago del Estero,Salavina,189,flag_bahra,A (aparcado),Malota,confirmar_candidato_georef,86168A19,,Malota,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p01,825,Alegre,Buenos Aires,General Paz,188,flag_bahra,A (aparcado),Alegre,confirmar_candidato_georef,06343A00,,Alegre,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v6_p01,264,Alto Alegre,Formosa,Patiño,188,flag_bahra,A (aparcado),Alto Alegre,confirmar_candidato_georef,34035A00,,Alto Alegre,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v7_p08,383,Puesto Grande,Jujuy,Santa Catalina,188,flag_bahra,A (aparcado),Puesto Grande,confirmar_candidato_georef,38077A09,,Puesto Grande,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p02,828,Balneario Mar de Ajó Norte,Buenos Aires,General Lavalle,187,flag_sin_match,C-generador,Mar de Ajó Norte,confirmar_candidato_georef,0642002004,,Mar de Ajó Norte,-36.717111900525,-56.6770670772511,georef/localidades,https://apis.datos.gob.ar/georef/api,media (match exacto pero en capa BAHRA),candidato probado: 'Mar de Ajó Norte' [prefijo: se quita 'Balneario' [capa localidades]]
v3_p03,827,Bonifacio,Buenos Aires,Guaminí,187,flag_sin_match,C5-rename,Laguna Alsina (Bonifacio),rename,,,,-36.8075,-62.2479,Wikipedia (Estación Bonifacio) / OSM,https://es.wikipedia.org/wiki/Estaci%C3%B3n_Bonifacio,verde (guard: coord en depto esperado),"[guard=verde; punto en Guaminí] La estación Bonifacio está en la localidad de Laguna Alsina, partido de Guaminí; comúnmente aún llamada Bonifacio."
v4_p15,741,Rumiyaco,Córdoba,Minas,187,flag_sin_match,C5-sin_coordenada,,sin_coordenada,,,,,,,,,[C5 web] Paraje en depto Minas (Córdoba) sin coordenada moderna verificable; el 'Rumiyaco' que aparece en buscadores son cabañas en Villa Rumipal (de
v3_p06,828,Delgado,Buenos Aires,General Arenales,185,flag_bahra,A (aparcado),Delgado,confirmar_candidato_georef,06294A02,,Delgado,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v4_p19,742,Vivero,Córdoba,Pte. Roque Sáenz Peña,184,flag_bahra,A (aparcado),Vivero,confirmar_candidato_georef,14084A25,,Vivero,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v5_p03,295,Emilio R. Coni,Corrientes,Curuzú Cuatiá,184,flag_bahra,A (aparcado),Emilio R. Coni,confirmar_candidato_georef,18035A11,,Emilio R. Coni,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v5_p04,296,Lomas de Galarza,Corrientes,San Luis del Palmar,184,flag_bahra,A (aparcado),Lomas de Galarza,confirmar_candidato_georef,18140A23,,Lomas de Galarza,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v7_p04,386,El Tobar,Tucumán,Chicligasta,184,flag_sin_match,C5-rename,El Tobar,rename,,,,-27.5333,-65.0667,osm,https://nominatim.openstreetmap.org/search?q=El%20Tobar%2C%20Tucum%C3%A1n,verde (guard: coord en depto esperado),"[guard=verde; punto en Simoca] El Tobar; OSM lo ubica en depto Simoca (uno de los deptos_modernos), lindante con Chicligasta. Coincide depto."
v3_p15,829,Monroe,Buenos Aires,Salto,183,flag_bahra,A (aparcado),Monroe,confirmar_candidato_georef,06714A04,,Monroe,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v5_p03,297,Escriña,Entre Ríos,Gualeguaychú,183,flag_variante,A (aparcado),Estación Escriña,confirmar_candidato_georef,30056035,,Estación Escriña,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v3_p09,830,García del Río,Buenos Aires,Tornquist,182,flag_bahra,A (aparcado),García del Río,confirmar_candidato_georef,06819A08,,García del Río,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p12,831,Langueyú,Buenos Aires,Ayacucho,182,flag_bahra,A (aparcado),Langueyú,confirmar_candidato_georef,06042A17,,Langueyú,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p18,832,Quirno Costa,Buenos Aires,General Viamonte,182,flag_bahra,A (aparcado),Quirno Costa,confirmar_candidato_georef,06385A09,,Quirno Costa,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p04,833,Cobo,Buenos Aires,Mar Chiquita,181,flag_bahra,A (aparcado),Cobo,confirmar_candidato_georef,06518A01,,Cobo,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p19,834,Rocha,Buenos Aires,Olavarría,180,flag_bahra,A (aparcado),Rocha,confirmar_candidato_georef,06595A21,,Rocha,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v7_p10,388,Santa Rosa de Tastil,Salta,Rosario de Lerma,180,flag_bahra,A (aparcado),Santa Rosa de Tastil,confirmar_candidato_georef,66147A32,,Santa Rosa de Tastil,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p08,835,Francisco de Victoria,Buenos Aires,Trenque Lauquen,178,flag_variante_bahra,E-bahra-fuzzy,Francisco de Vitoria,confirmar_o_rechazar_candidato,,,,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,BAJA (fuzzy en capa BAHRA: puede no ser el mismo lugar),antes era sin_match. candidatos: Francisco de Vitoria/Trenque Lauquen [06826A08]
v9_1_2_p02,141,El Mayoco,Chubut,Cushamen,178,flag_bahra,A (aparcado),El Mayoco,confirmar_candidato_georef,26014A09,,El Mayoco,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v9_1_2_p04,140,Puerto Lobos,Chubut,Biedma,178,flag_bahra,A (aparcado),Puerto Lobos,confirmar_candidato_georef,26007A13,,Puerto Lobos,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v4_p12,743,Ninalquín,Córdoba,Minas,177,flag_bahra,A (aparcado),Ninalquín,confirmar_candidato_georef,14070A18,,Ninalquín,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v7_p08,389,Rosario del Dorado,Salta,Anta,177,flag_sin_match,C5-manual_coord,Rosario del Dorado,manual_coord,,,,-24.5275,-64.1558,osm,"https://nominatim.openstreetmap.org/search?q=Rosario+del+Dorado,+Anta,+Salta,+Argentina",verde (guard: coord en depto esperado),"[guard=verde; punto en Anta] Paraje en municipio Apolinario Saravia, depto Anta (Salta)."
v3_p13,836,Lazzarino,Buenos Aires,Azul,176,flag_bahra,A (aparcado),Lazzarino,confirmar_candidato_georef,06049A18,,Lazzarino,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p15,837,Moores,Buenos Aires,General Villegas,176,flag_bahra,A (aparcado),Moores,confirmar_candidato_georef,06392A15,,Moores,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v4_p02,744,Barreto,Córdoba,Juárez Celman,176,flag_bahra,A (aparcado),Barreto,confirmar_candidato_georef,14056A01,,Barreto,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p02,838,Atreucó,La Pampa,Atreucó,175,flag_bahra,A (aparcado),Atreucó,confirmar_candidato_georef,42007A00,,Atreucó,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v6_p06,267,San Pedro,Santiago del Estero,Matará,175,flag_depto,B,,transferencia_vs_homonimo,,,,,,georef+centroides,https://apis.datos.gob.ar/georef/api/departamentos,media,dist_km=187 -> homonimo probable (lejano). candidatos: San Pedro/Capital [86049090]; San Pedro/Choya [86063070]; San Pedro/Gu
v3_p05,839,Cotita,La Pampa,Hucal,174,flag_bahra,A (aparcado),Cotita,confirmar_candidato_georef,42077A01,,Cotita,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v4_p13,746,Piedrita Blanca,Córdoba,Minas,174,flag_bahra,A (aparcado),Piedrita Blanca,confirmar_candidato_georef,14070A24,,Piedrita Blanca,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v8_p04,184,Pozo del Tala,San Luis,Belgrano,174,flag_bahra,A (aparcado),Pozo del Tala,confirmar_candidato_georef,74014A28,,Pozo del Tala,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v9_1_2_p03,142,Juan de Garay,Río Negro,Pichi-Mahuida,174,flag_bahra,A (aparcado),Juan de Garay,confirmar_candidato_georef,62063A05,,Juan de Garay,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
